nme_product,nme_target_scientific,nme_target,nme_crop,num_applic_dosage_min,num_applic_dosage_max,dsc_unit_mesure,dsc_applic_period,num_grace_period,,,,,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Limón,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Mandarina,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Naranja,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Manzana,35,0,g/ha*,*Adicionar glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Soja,70,0,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha + Esteres metílicos en mezcla con siliconados 250 cc/ha.Barbecho químico o tratamiento de quemado hasta 7 días antes de la siembra del cultivo: Esta recomendación solo es aplicable con suelos de textura fina Franco, Franco limoso con % limo > 50 % y arcilla > 30 %, % Arena < 10 % y por lo menos 1,5 % MO. Siempre teniendo en cuenta la recomendación que el tamaño de maleza no exceda el recomendado y que este en activo crecimiento, sin sufrir estrés.(***)(roseta de 10 cm) (****)(***) En caso de contar con malezas que se encuentren en el extremo superior de tamaño se se sugiere adicionar a la mezcla una auxina sintética (HRAC-O) (WSSA-4).(****) Control de Amaranthus hybridus indicado solo para dosis de 70 g pf/ha en barbecho químico de maíz y soja,,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Maní,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Maíz,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Conyza bonariensis,Rama negra,Sorgo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Girasol,35,0,g/ha,Añadir Esteres metílicos de aceite vegetal 1%. Momento de aplicación: Madurez fisiológica del cultivo (28-30% H°). Observaciones: Se recomienda que el grano no supere el 30% H° para obtener óptimos resultados.,,,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Algodón,35,0,g/ha,Añadir Esteres metílicos de aceite vegetal 1%. Momento de aplicación: Pre cosecha de algodón. Observaciones: Aplicar cuando se tenga entre 65 a 70% de capsulas abiertas.,,,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Maíz,70,NULL,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha + Esteres metílicos en mezcla con siliconados 250 cc/ha Barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Siempre teniendo en cuenta que el tamaño de maleza no exceda el recomendado y  que este en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Limón,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Mandarina,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Naranja,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Manzana,35,0,g/ha*,*Adicionar glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Peral,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Cebada,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Eucaliptus,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento: Pre plantación (7 días antes). Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés. Es un tratamiento que puede complementarse con otros productos registrados para el cultivo, dependiendo la problemática de malezas existente.,,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Eucaliptus,35,0,g/ha*,*Heat®: 35 g/ha producto formulado + glifosato 1.080 g ia como eq. ac./ha (*), (**) + Esteres metílicos de aceite vegetal 1%.  Momento: Pre plantación (7 días antes). Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés. Es un tratamiento que puede complementarse con otros productos registrados para el cultivo, dependiendo la problemática de malezas existente.,,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Soja,70,0,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha (*), (**) + Esteres metílicos en mezcla con siliconados 250 cc/ha.Barbecho químico o tratamiento de quemado hasta 7 días antes de la siembra del cultivo: Esta recomendación solo es aplicable con suelos de textura fina Franco, Franco limoso con % limo > 50 % y arcilla > 30 %, % Arena < 10 % y por lo menos 1,5 % MO. Siempre teniendo en cuenta la recomendación que el tamaño de maleza no exceda el recomendado y que este en activo crecimiento, sin sufrir estrés.(***),,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Maní,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Maíz,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Trigo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Salsola kali,Cardo ruso,Sorgo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Chenopodium quinoa,Quinoa,Soja,70,NULL,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha (*), (**) + Esteres metílicos en mezcla con siliconados 250 cc/ha.Barbecho químico o tratamiento de quemado hasta 7 días antes de la siembra del cultivo: Esta recomendación solo es aplicable con suelos de textura fina Franco, Franco limoso con % limo > 50 % y arcilla > 30 %, % Arena < 10 % y por lo menos 1,5 % MO. Siempre teniendo en cuenta la recomendación que el tamaño de maleza no exceda el recomendado y que este en activo crecimiento, sin sufrir estrés.(***),,,,,,,,,,,
Heat® ,Chenopodium quinoa,Quinoa,Maíz,70,NULL,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha + Esteres metílicos en mezcla con siliconados 250 cc/ha Barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Siempre teniendo en cuenta que el tamaño de maleza no exceda el recomendado y  que este en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Maíz,70,NULL,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha + Esteres metílicos en mezcla con siliconados 250 cc/ha Barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Siempre teniendo en cuenta que el tamaño de maleza no exceda el recomendado y  que este en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Algodón,35,0,g/ha,Añadir Esteres metílicos de aceite vegetal 1%. Momento de aplicación: Pre cosecha de algodón. Observaciones: Aplicar cuando se tenga entre 65 a 70% de capsulas abiertas.,,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Limón,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Mandarina,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Naranja,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Manzana,35,0,g/ha*,*Adicionar glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Peral,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Girasol,35,0,g/ha,Añadir Esteres metílicos de aceite vegetal 1%. Momento de aplicación: Madurez fisiológica del cultivo (28-30% H°). Observaciones: Se recomienda que el grano no supere el 30% H° para obtener óptimos resultados.,,,,,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Cebada,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Eucaliptus,35,0,g/ha*,*Heat®: 35 g/ha producto formulado + glifosato 1.080 g ia como eq. ac./ha (*), (**) + Esteres metílicos de aceite vegetal 1%.  Momento: Pre plantación (7 días antes). Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés. Es un tratamiento que puede complementarse con otros productos registrados para el cultivo, dependiendo la problemática de malezas existente.,,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Soja,70,0,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha (*), (**) + Esteres metílicos en mezcla con siliconados 250 cc/ha.Barbecho químico o tratamiento de quemado hasta 7 días antes de la siembra del cultivo: Esta recomendación solo es aplicable con suelos de textura fina Franco, Franco limoso con % limo > 50 % y arcilla > 30 %, % Arena < 10 % y por lo menos 1,5 % MO. Siempre teniendo en cuenta la recomendación que el tamaño de maleza no exceda el recomendado y que este en activo crecimiento, sin sufrir estrés.(***),,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Maní,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Maíz,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Trigo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sida rhombifolia,Afata,Sorgo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Soja,70,0,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha (*), (**) + Esteres metílicos en mezcla con siliconados 250 cc/ha.Barbecho químico o tratamiento de quemado hasta 7 días antes de la siembra del cultivo: Esta recomendación solo es aplicable con suelos de textura fina Franco, Franco limoso con % limo > 50 % y arcilla > 30 %, % Arena < 10 % y por lo menos 1,5 % MO. Siempre teniendo en cuenta la recomendación que el tamaño de maleza no exceda el recomendado y que este en activo crecimiento, sin sufrir estrés.(***),,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Maní,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Maíz,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Trigo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Sorgo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Algodón,35,0,g/ha,Añadir Esteres metílicos de aceite vegetal 1%. Momento de aplicación: Pre cosecha de algodón. Observaciones: Aplicar cuando se tenga entre 65 a 70% de capsulas abiertas.,,,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Maíz,70,NULL,g/ha*,*70 g/ha producto formulado + glifosato 1080 g ia como eq. ac./ha (*), (**)+ Esteres metílicos en mezcla con siliconados 250 cc/ha Barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Siempre teniendo en cuenta que el tamaño de maleza no exceda el recomendado y  que este en activo crecimiento, sin sufrir estrés. ,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Limón,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Mandarina,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Naranja,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Manzana,35,0,g/ha*,*Adicionar glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Peral,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Girasol,35,0,g/ha,Añadir Esteres metílicos de aceite vegetal 1%. Momento de aplicación: Madurez fisiológica del cultivo (28-30% H°). Observaciones: Se recomienda que el grano no supere el 30% H° para obtener óptimos resultados.,,,,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Cebada,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Eucaliptus,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento: Pre plantación (7 días antes). Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés. Es un tratamiento que puede complementarse con otros productos registrados para el cultivo, dependiendo la problemática de malezas existente.,,,,,,,,,,,,,
Heat® ,Sonchus oleraceus,Cerraja,Eucaliptus,35,0,g/ha*,*Heat®: 35 g/ha producto formulado + glifosato 1.080 g ia como eq. ac./ha (*), (**) + Esteres metílicos de aceite vegetal 1%.  Momento: Pre plantación (7 días antes). Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés. Es un tratamiento que puede complementarse con otros productos registrados para el cultivo, dependiendo la problemática de malezas existente.,,,,,,,,,,,,
Heat® ,Wedelia glauca,Sunchillo,Limón,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Wedelia glauca,Sunchillo,Mandarina,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Se recomienda que en el momento de aplicación, la maleza no exceda los 20 cm de altura o 10 cm de diámetro. Las malezas deben estar en activo crecimiento, sin estrés.,,,,,,,,,,,,,,
Heat® ,Wedelia glauca,Sunchillo,Naranja,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Wedelia glauca,Sunchillo,Manzana,35,0,g/ha*,*Adicionar glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Wedelia glauca,Sunchillo,Peral,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Momento de aplicación: Pre Plantación (7 días antes). Observaciones:Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y  que estén en activo crecimiento, sin sufrir estrés.,,,,,,,,,,,,,,,
Heat® ,Wedelia glauca,Sunchillo,Sorgo,35,0,g/ha*,*Añadir glifosato 1.080 g ia como eq. ac./ha. Aplicar como barbecho químico o tratamiento de quemado previo a la siembra del cultivo. Se recomienda que en el momento de aplicación las malezas no excedan los 20 cm de altura o 10 cm de diámetro y que estén en activo crecimiento, sin sufrir estrés. No aplicar en: rebrotes de plantas viejas o de algún tratamiento herbicida/ mecánico previo, malezas afectadas por heladas, sequía, enfermedades o cualquier otro factor adverso que afecte su normal desarrollo, o en malezas cubiertas por tierra.,,,,,,,,,,,
